A:maj, A:min, Ab:maj, Ab:min, B:maj, B:min, Bb:maj, Bb:min, Db:maj, Db:min, C:maj, C:min, Eb:maj, Eb:min, D:maj, D:min, E:maj, E:min, Gb:maj, Gb:min, F:maj, F:min, G:maj, G:min, N
0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 1.0000, 
0.8615, 0.0032, 0.0006, 0.0007, 0.0091, 0.0054, 0.0013, 0.0001, 0.0006, 0.0017, 0.0041, 0.0001, 0.0002, 0.0002, 0.0516, 0.0067, 0.0273, 0.0029, 0.0017, 0.0060, 0.0012, 0.0001, 0.0093, 0.0004, 0.0040, 
0.0032, 0.8576, 0.0019, 0.0013, 0.0046, 0.0063, 0.0027, 0.0004, 0.0002, 0.0002, 0.0196, 0.0006, 0.0006, 0.0002, 0.0203, 0.0152, 0.0091, 0.0152, 0.0011, 0.0013, 0.0160, 0.0013, 0.0179, 0.0023, 0.0008, 
0.0066, 0.0028, 0.8261, 0.0005, 0.0009, 0.0009, 0.0178, 0.0094, 0.0347, 0.0089, 0.0070, 0.0066, 0.0394, 0.0005, 0.0028, 0.0005, 0.0005, 0.0005, 0.0037, 0.0042, 0.0047, 0.0075, 0.0042, 0.0070, 0.0023, 
0.0319, 0.0017, 0.0017, 0.7563, 0.0202, 0.0017, 0.0168, 0.0084, 0.0168, 0.0034, 0.0017, 0.0017, 0.0101, 0.0050, 0.0017, 0.0017, 0.0151, 0.0017, 0.0168, 0.0252, 0.0017, 0.0017, 0.0168, 0.0353, 0.0050, 
0.0206, 0.0014, 0.0012, 0.0028, 0.8305, 0.0050, 0.0062, 0.0002, 0.0028, 0.0062, 0.0036, 0.0002, 0.0007, 0.0007, 0.0055, 0.0009, 0.0740, 0.0133, 0.0119, 0.0066, 0.0002, 0.0007, 0.0024, 0.0002, 0.0021, 
0.0243, 0.0121, 0.0004, 0.0027, 0.0015, 0.8200, 0.0011, 0.0015, 0.0030, 0.0064, 0.0133, 0.0015, 0.0004, 0.0004, 0.0212, 0.0011, 0.0193, 0.0186, 0.0008, 0.0148, 0.0011, 0.0004, 0.0261, 0.0061, 0.0019, 
0.0095, 0.0044, 0.0098, 0.0002, 0.0010, 0.0002, 0.8432, 0.0034, 0.0005, 0.0015, 0.0278, 0.0125, 0.0354, 0.0015, 0.0027, 0.0029, 0.0010, 0.0002, 0.0005, 0.0005, 0.0227, 0.0051, 0.0054, 0.0056, 0.0024, 
0.0034, 0.0017, 0.0360, 0.0086, 0.0017, 0.0051, 0.0034, 0.7839, 0.0103, 0.0017, 0.0069, 0.0051, 0.0137, 0.0069, 0.0086, 0.0034, 0.0017, 0.0069, 0.0137, 0.0017, 0.0412, 0.0257, 0.0017, 0.0034, 0.0034, 
0.0019, 0.0005, 0.0236, 0.0005, 0.0096, 0.0010, 0.0029, 0.0115, 0.8759, 0.0005, 0.0058, 0.0038, 0.0168, 0.0005, 0.0048, 0.0005, 0.0005, 0.0010, 0.0183, 0.0101, 0.0014, 0.0010, 0.0029, 0.0014, 0.0034, 
0.0316, 0.0012, 0.0054, 0.0018, 0.0071, 0.0066, 0.0012, 0.0006, 0.0006, 0.8511, 0.0143, 0.0030, 0.0018, 0.0036, 0.0036, 0.0006, 0.0066, 0.0006, 0.0197, 0.0345, 0.0012, 0.0006, 0.0006, 0.0006, 0.0018, 
0.0036, 0.0092, 0.0003, 0.0001, 0.0038, 0.0016, 0.0053, 0.0005, 0.0007, 0.0009, 0.8558, 0.0012, 0.0004, 0.0009, 0.0187, 0.0061, 0.0041, 0.0057, 0.0003, 0.0012, 0.0221, 0.0040, 0.0474, 0.0024, 0.0038, 
0.0018, 0.0004, 0.0031, 0.0013, 0.0013, 0.0009, 0.0210, 0.0009, 0.0026, 0.0013, 0.0013, 0.8606, 0.0061, 0.0004, 0.0074, 0.0048, 0.0018, 0.0009, 0.0004, 0.0018, 0.0066, 0.0359, 0.0259, 0.0070, 0.0044, 
0.0013, 0.0008, 0.0446, 0.0038, 0.0004, 0.0030, 0.0459, 0.0013, 0.0042, 0.0004, 0.0025, 0.0017, 0.8080, 0.0034, 0.0089, 0.0034, 0.0059, 0.0004, 0.0004, 0.0008, 0.0153, 0.0191, 0.0136, 0.0068, 0.0038, 
0.0058, 0.0019, 0.0214, 0.0312, 0.0039, 0.0019, 0.0039, 0.0019, 0.0019, 0.0058, 0.0195, 0.0019, 0.0058, 0.8382, 0.0058, 0.0019, 0.0019, 0.0097, 0.0058, 0.0058, 0.0058, 0.0039, 0.0019, 0.0058, 0.0058, 
0.0413, 0.0023, 0.0001, 0.0005, 0.0027, 0.0072, 0.0016, 0.0002, 0.0005, 0.0005, 0.0081, 0.0001, 0.0007, 0.0004, 0.8465, 0.0013, 0.0168, 0.0048, 0.0005, 0.0015, 0.0044, 0.0001, 0.0535, 0.0018, 0.0026, 
0.0157, 0.0064, 0.0003, 0.0003, 0.0003, 0.0003, 0.0097, 0.0013, 0.0003, 0.0013, 0.0074, 0.0007, 0.0010, 0.0003, 0.0017, 0.8729, 0.0130, 0.0037, 0.0007, 0.0003, 0.0064, 0.0017, 0.0351, 0.0167, 0.0023, 
0.0455, 0.0080, 0.0012, 0.0025, 0.0128, 0.0028, 0.0005, 0.0001, 0.0007, 0.0060, 0.0043, 0.0001, 0.0005, 0.0001, 0.0097, 0.0006, 0.8850, 0.0020, 0.0015, 0.0046, 0.0007, 0.0005, 0.0061, 0.0002, 0.0042, 
0.0376, 0.0314, 0.0003, 0.0003, 0.0034, 0.0055, 0.0015, 0.0003, 0.0015, 0.0003, 0.0234, 0.0006, 0.0055, 0.0003, 0.0148, 0.0009, 0.0012, 0.8333, 0.0028, 0.0043, 0.0105, 0.0006, 0.0154, 0.0003, 0.0037, 
0.0090, 0.0005, 0.0042, 0.0026, 0.0442, 0.0105, 0.0032, 0.0011, 0.0137, 0.0032, 0.0042, 0.0005, 0.0032, 0.0068, 0.0005, 0.0005, 0.0137, 0.0026, 0.8573, 0.0011, 0.0074, 0.0005, 0.0021, 0.0026, 0.0047, 
0.0146, 0.0016, 0.0042, 0.0033, 0.0381, 0.0124, 0.0016, 0.0003, 0.0046, 0.0094, 0.0003, 0.0013, 0.0003, 0.0003, 0.0189, 0.0023, 0.0052, 0.0020, 0.0003, 0.8614, 0.0052, 0.0033, 0.0026, 0.0055, 0.0010, 
0.0036, 0.0094, 0.0030, 0.0004, 0.0014, 0.0024, 0.0232, 0.0028, 0.0034, 0.0002, 0.0385, 0.0024, 0.0052, 0.0002, 0.0072, 0.0056, 0.0060, 0.0042, 0.0008, 0.0022, 0.8263, 0.0024, 0.0337, 0.0126, 0.0030, 
0.0005, 0.0005, 0.0068, 0.0047, 0.0010, 0.0005, 0.0307, 0.0026, 0.0115, 0.0005, 0.0151, 0.0276, 0.0172, 0.0036, 0.0010, 0.0016, 0.0042, 0.0047, 0.0005, 0.0026, 0.0036, 0.8371, 0.0141, 0.0042, 0.0036, 
0.0225, 0.0103, 0.0008, 0.0002, 0.0030, 0.0050, 0.0022, 0.0002, 0.0004, 0.0007, 0.0434, 0.0073, 0.0020, 0.0001, 0.0365, 0.0005, 0.0035, 0.0071, 0.0027, 0.0007, 0.0091, 0.0005, 0.8336, 0.0033, 0.0045, 
0.0072, 0.0062, 0.0092, 0.0015, 0.0005, 0.0031, 0.0108, 0.0031, 0.0005, 0.0005, 0.0282, 0.0149, 0.0031, 0.0005, 0.0318, 0.0092, 0.0031, 0.0010, 0.0010, 0.0092, 0.0303, 0.0134, 0.0026, 0.8074, 0.0015, 
0.0086, 0.0043, 0.0018, 0.0005, 0.0029, 0.0020, 0.0029, 0.0007, 0.0011, 0.0018, 0.0079, 0.0025, 0.0014, 0.0007, 0.0088, 0.0020, 0.0120, 0.0029, 0.0011, 0.0009, 0.0041, 0.0011, 0.0097, 0.0009, 0.9175, 
0.1792, 0.6273, 0.7215, 0.3063, 0.1602, 0.1683, 0.4798, 0.4840, 0.4519, 0.2815, 0.7372, 0.7867, 0.2131, 0.4000, 0.2778, 0.4765, 0.2014, 0.2185, 0.2160, 0.2401, 0.8049, 0.7985, 0.2442, 0.2506, 0.3521, 
0.6522, 0.3338, 0.2480, 0.2423, 0.4140, 0.4191, 0.1488, 0.6095, 0.6946, 0.7308, 0.1772, 0.1626, 0.2338, 0.4487, 0.4119, 0.2477, 0.2070, 0.1684, 0.7792, 0.7777, 0.2455, 0.1523, 0.2063, 0.1688, 0.3587, 
0.2752, 0.2702, 0.2609, 0.2854, 0.2372, 0.6642, 0.7321, 0.3518, 0.1760, 0.2000, 0.4766, 0.5203, 0.4971, 0.2947, 0.7499, 0.7388, 0.3767, 0.4714, 0.3159, 0.1777, 0.2680, 0.2923, 0.8160, 0.8247, 0.4297, 
0.2262, 0.2151, 0.8503, 0.8326, 0.6781, 0.3733, 0.2832, 0.2802, 0.5404, 0.4881, 0.1966, 0.5769, 0.8167, 0.6777, 0.1848, 0.1951, 0.4770, 0.3367, 0.2378, 0.2149, 0.2720, 0.5813, 0.2607, 0.1838, 0.3980, 
0.8257, 0.8309, 0.2922, 0.1638, 0.3819, 0.3062, 0.2600, 0.2427, 0.2136, 0.6715, 0.7452, 0.4769, 0.2200, 0.3992, 0.5658, 0.5227, 0.7894, 0.7384, 0.3625, 0.5762, 0.5576, 0.3529, 0.3178, 0.2700, 0.5214, 
0.3075, 0.1968, 0.2744, 0.2251, 0.2944, 0.2668, 0.8319, 0.8069, 0.7175, 0.3687, 0.3097, 0.2953, 0.5509, 0.4354, 0.2344, 0.6396, 0.2780, 0.2920, 0.5929, 0.3670, 0.7164, 0.7307, 0.3484, 0.5764, 0.4691, 
0.3371, 0.2692, 0.3131, 0.6283, 0.8106, 0.8183, 0.2983, 0.2375, 0.3932, 0.3389, 0.3384, 0.2658, 0.2286, 0.6214, 0.7509, 0.4387, 0.5796, 0.5603, 0.7572, 0.7122, 0.2569, 0.2913, 0.5848, 0.3716, 0.4550, 
0.4215, 0.5653, 0.5736, 0.3548, 0.3528, 0.2202, 0.3490, 0.3119, 0.3440, 0.3034, 0.8384, 0.8279, 0.7658, 0.5812, 0.3730, 0.4150, 0.3062, 0.6484, 0.2631, 0.2780, 0.5995, 0.5593, 0.7637, 0.6588, 0.5310, 
0.5904, 0.3610, 0.7536, 0.6655, 0.3491, 0.2774, 0.3925, 0.6029, 0.8077, 0.8404, 0.3588, 0.2162, 0.3188, 0.4099, 0.3185, 0.2762, 0.7483, 0.4811, 0.6361, 0.5803, 0.2629, 0.6532, 0.2773, 0.2334, 0.5011, 
0.7618, 0.7410, 0.1706, 0.1537, 0.3408, 0.4205, 0.3555, 0.2486, 0.1867, 0.1683, 0.2212, 0.1410, 0.1865, 0.2380, 0.8007, 0.7529, 0.2677, 0.3213, 0.1628, 0.5620, 0.6762, 0.2833, 0.4199, 0.4811, 0.3297, 
0.1680, 0.1727, 0.4058, 0.4411, 0.3835, 0.2473, 0.7462, 0.6077, 0.2091, 0.1398, 0.1959, 0.3329, 0.7709, 0.6146, 0.1768, 0.1224, 0.1946, 0.1984, 0.6439, 0.2776, 0.1875, 0.2328, 0.1527, 0.6291, 0.3289, 
0.4309, 0.4176, 0.1545, 0.6078, 0.7153, 0.7007, 0.1416, 0.1473, 0.2828, 0.3718, 0.4188, 0.2598, 0.1839, 0.1848, 0.2303, 0.2392, 0.7749, 0.7656, 0.3070, 0.2623, 0.2073, 0.1800, 0.6513, 0.3148, 0.3671, 
0.0559, 0.0021, 0.0005, 0.0022, -0.0086, 0.0032, 0.0002, 0.0050, 0.0017, -0.0090, -0.0004, -0.0009, 
0.0021, 0.0791, -0.0073, -0.0075, 0.0044, 0.0078, -0.0055, -0.0029, 0.0190, 0.0084, -0.0058, -0.0065, 
0.0005, -0.0073, 0.0808, 0.0067, -0.0092, 0.0025, 0.0134, 0.0215, -0.0013, -0.0086, -0.0013, -0.0004, 
0.0022, -0.0075, 0.0067, 0.0536, -0.0023, 0.0041, 0.0090, 0.0046, 0.0057, -0.0113, 0.0042, 0.0023, 
-0.0086, 0.0044, -0.0092, -0.0023, 0.0572, 0.0019, -0.0081, -0.0003, 0.0070, 0.0119, -0.0080, 0.0064, 
0.0032, 0.0078, 0.0025, 0.0041, 0.0019, 0.0531, 0.0072, 0.0040, 0.0116, -0.0061, 0.0027, -0.0018, 
0.0002, -0.0055, 0.0134, 0.0090, -0.0081, 0.0072, 0.0806, 0.0116, 0.0008, -0.0090, 0.0049, 0.0141, 
0.0050, -0.0029, 0.0215, 0.0046, -0.0003, 0.0040, 0.0116, 0.0834, 0.0077, -0.0058, -0.0006, -0.0014, 
0.0017, 0.0190, -0.0013, 0.0057, 0.0070, 0.0116, 0.0008, 0.0077, 0.0594, -0.0033, -0.0027, 0.0052, 
-0.0090, 0.0084, -0.0086, -0.0113, 0.0119, -0.0061, -0.0090, -0.0058, -0.0033, 0.0729, 0.0007, -0.0053, 
-0.0004, -0.0058, -0.0013, 0.0042, -0.0080, 0.0027, 0.0049, -0.0006, -0.0027, 0.0007, 0.0429, 0.0036, 
-0.0009, -0.0065, -0.0004, 0.0023, 0.0064, -0.0018, 0.0141, -0.0014, 0.0052, -0.0053, 0.0036, 0.0794, 
0.0942, 0.0038, -0.0116, -0.0141, 0.0081, -0.0020, -0.0073, 0.0192, -0.0015, 0.0012, -0.0070, 0.0055, 
0.0038, 0.0584, 0.0010, -0.0025, 0.0002, 0.0026, 0.0059, -0.0000, 0.0053, 0.0091, 0.0044, -0.0004, 
-0.0116, 0.0010, 0.0890, 0.0105, -0.0178, 0.0054, 0.0158, 0.0119, -0.0060, -0.0135, -0.0024, -0.0064, 
-0.0141, -0.0025, 0.0105, 0.0608, -0.0038, 0.0029, 0.0074, -0.0081, 0.0031, -0.0105, 0.0059, -0.0029, 
0.0081, 0.0002, -0.0178, -0.0038, 0.0540, -0.0057, -0.0099, -0.0010, 0.0070, 0.0123, -0.0101, 0.0063, 
-0.0020, 0.0026, 0.0054, 0.0029, -0.0057, 0.0472, 0.0090, 0.0019, 0.0046, -0.0075, 0.0058, -0.0045, 
-0.0073, 0.0059, 0.0158, 0.0074, -0.0099, 0.0090, 0.0655, 0.0073, 0.0060, -0.0121, 0.0040, 0.0118, 
0.0192, -0.0000, 0.0119, -0.0081, -0.0010, 0.0019, 0.0073, 0.0738, 0.0044, -0.0058, -0.0082, -0.0019, 
-0.0015, 0.0053, -0.0060, 0.0031, 0.0070, 0.0046, 0.0060, 0.0044, 0.0488, 0.0025, 0.0030, 0.0045, 
0.0012, 0.0091, -0.0135, -0.0105, 0.0123, -0.0075, -0.0121, -0.0058, 0.0025, 0.0747, 0.0002, -0.0018, 
-0.0070, 0.0044, -0.0024, 0.0059, -0.0101, 0.0058, 0.0040, -0.0082, 0.0030, 0.0002, 0.0479, 0.0044, 
0.0055, -0.0004, -0.0064, -0.0029, 0.0063, -0.0045, 0.0118, -0.0019, 0.0045, -0.0018, 0.0044, 0.0754, 
0.0788, 0.0062, -0.0127, -0.0023, 0.0031, -0.0018, -0.0006, 0.0184, -0.0035, -0.0047, -0.0031, 0.0059, 
0.0062, 0.0689, 0.0002, -0.0086, 0.0008, -0.0037, 0.0169, -0.0010, -0.0024, -0.0027, 0.0021, 0.0027, 
-0.0127, 0.0002, 0.0568, 0.0014, 0.0039, 0.0100, 0.0012, 0.0016, -0.0021, 0.0079, 0.0043, 0.0017, 
-0.0023, -0.0086, 0.0014, 0.0473, 0.0013, -0.0035, 0.0015, 0.0021, 0.0072, -0.0044, 0.0086, -0.0081, 
0.0031, 0.0008, 0.0039, 0.0013, 0.0477, 0.0032, 0.0037, 0.0060, 0.0009, 0.0062, -0.0048, 0.0038, 
-0.0018, -0.0037, 0.0100, -0.0035, 0.0032, 0.0752, 0.0015, 0.0031, 0.0037, 0.0037, 0.0165, -0.0003, 
-0.0006, 0.0169, 0.0012, 0.0015, 0.0037, 0.0015, 0.0668, 0.0059, 0.0003, 0.0028, 0.0063, 0.0036, 
0.0184, -0.0010, 0.0016, 0.0021, 0.0060, 0.0031, 0.0059, 0.0527, -0.0007, -0.0003, 0.0062, 0.0028, 
-0.0035, -0.0024, -0.0021, 0.0072, 0.0009, 0.0037, 0.0003, -0.0007, 0.0603, 0.0049, -0.0101, -0.0073, 
-0.0047, -0.0027, 0.0079, -0.0044, 0.0062, 0.0037, 0.0028, -0.0003, 0.0049, 0.0398, 0.0003, 0.0039, 
-0.0031, 0.0021, 0.0043, 0.0086, -0.0048, 0.0165, 0.0063, 0.0062, -0.0101, 0.0003, 0.0787, -0.0029, 
0.0059, 0.0027, 0.0017, -0.0081, 0.0038, -0.0003, 0.0036, 0.0028, -0.0073, 0.0039, -0.0029, 0.0461, 
0.0503, 0.0061, 0.0019, 0.0027, -0.0034, 0.0025, -0.0054, 0.0074, 0.0128, -0.0033, -0.0078, -0.0026, 
0.0061, 0.0731, 0.0193, -0.0098, -0.0039, 0.0022, 0.0126, -0.0003, 0.0047, -0.0016, -0.0046, -0.0129, 
0.0019, 0.0193, 0.0898, -0.0130, -0.0031, 0.0037, 0.0150, -0.0036, -0.0033, 0.0119, -0.0141, -0.0136, 
0.0027, -0.0098, -0.0130, 0.0607, -0.0028, -0.0083, -0.0157, 0.0074, 0.0125, -0.0105, 0.0132, -0.0021, 
-0.0034, -0.0039, -0.0031, -0.0028, 0.0426, 0.0096, -0.0056, 0.0022, -0.0027, 0.0001, -0.0025, -0.0070, 
0.0025, 0.0022, 0.0037, -0.0083, 0.0096, 0.0510, 0.0044, 0.0078, 0.0020, 0.0044, 0.0084, -0.0109, 
-0.0054, 0.0126, 0.0150, -0.0157, -0.0056, 0.0044, 0.0838, 0.0017, -0.0174, 0.0018, -0.0008, 0.0299, 
0.0074, -0.0003, -0.0036, 0.0074, 0.0022, 0.0078, 0.0017, 0.0431, 0.0056, -0.0005, 0.0029, -0.0076, 
0.0128, 0.0047, -0.0033, 0.0125, -0.0027, 0.0020, -0.0174, 0.0056, 0.0609, -0.0027, 0.0011, -0.0100, 
-0.0033, -0.0016, 0.0119, -0.0105, 0.0001, 0.0044, 0.0018, -0.0005, -0.0027, 0.0385, 0.0049, -0.0072, 
-0.0078, -0.0046, -0.0141, 0.0132, -0.0025, 0.0084, -0.0008, 0.0029, 0.0011, 0.0049, 0.0657, 0.0074, 
-0.0026, -0.0129, -0.0136, -0.0021, -0.0070, -0.0109, 0.0299, -0.0076, -0.0100, -0.0072, 0.0074, 0.0982, 
0.0477, 0.0004, 0.0056, -0.0095, 0.0006, 0.0108, -0.0061, 0.0055, 0.0070, -0.0056, 0.0004, -0.0043, 
0.0004, 0.0777, -0.0029, -0.0076, 0.0030, 0.0017, 0.0086, -0.0025, 0.0104, 0.0024, -0.0037, -0.0056, 
0.0056, -0.0029, 0.0726, -0.0097, 0.0021, 0.0145, -0.0120, 0.0050, 0.0060, 0.0008, 0.0031, -0.0168, 
-0.0095, -0.0076, -0.0097, 0.0876, -0.0067, -0.0154, 0.0115, 0.0075, -0.0110, -0.0083, 0.0089, 0.0157, 
0.0006, 0.0030, 0.0021, -0.0067, 0.0880, 0.0067, -0.0106, 0.0112, 0.0178, 0.0331, -0.0072, -0.0058, 
0.0108, 0.0017, 0.0145, -0.0154, 0.0067, 0.0630, -0.0061, 0.0037, 0.0127, -0.0039, 0.0155, -0.0225, 
-0.0061, 0.0086, -0.0120, 0.0115, -0.0106, -0.0061, 0.0598, 0.0018, -0.0091, -0.0118, -0.0034, 0.0194, 
0.0055, -0.0025, 0.0050, 0.0075, 0.0112, 0.0037, 0.0018, 0.0535, 0.0100, 0.0016, 0.0027, -0.0019, 
0.0070, 0.0104, 0.0060, -0.0110, 0.0178, 0.0127, -0.0091, 0.0100, 0.0706, 0.0068, -0.0008, -0.0137, 
-0.0056, 0.0024, 0.0008, -0.0083, 0.0331, -0.0039, -0.0118, 0.0016, 0.0068, 0.1023, 0.0034, -0.0085, 
0.0004, -0.0037, 0.0031, 0.0089, -0.0072, 0.0155, -0.0034, 0.0027, -0.0008, 0.0034, 0.0671, -0.0083, 
-0.0043, -0.0056, -0.0168, 0.0157, -0.0058, -0.0225, 0.0194, -0.0019, -0.0137, -0.0085, -0.0083, 0.0861, 
0.0531, 0.0006, -0.0062, 0.0019, -0.0004, 0.0120, -0.0104, 0.0088, 0.0059, -0.0028, -0.0004, 0.0018, 
0.0006, 0.0724, -0.0013, -0.0045, -0.0031, -0.0030, 0.0098, -0.0032, 0.0054, -0.0087, 0.0085, -0.0071, 
-0.0062, -0.0013, 0.0939, 0.0032, -0.0128, 0.0017, -0.0019, -0.0004, -0.0007, 0.0096, -0.0058, -0.0078, 
0.0019, -0.0045, 0.0032, 0.0654, -0.0014, 0.0046, 0.0013, 0.0012, 0.0079, -0.0099, -0.0005, 0.0167, 
-0.0004, -0.0031, -0.0128, -0.0014, 0.0862, 0.0064, -0.0083, 0.0121, 0.0115, 0.0252, -0.0027, -0.0125, 
0.0120, -0.0030, 0.0017, 0.0046, 0.0064, 0.0673, -0.0070, 0.0078, 0.0118, -0.0027, 0.0037, -0.0059, 
-0.0104, 0.0098, -0.0019, 0.0013, -0.0083, -0.0070, 0.0599, -0.0015, -0.0135, -0.0123, -0.0017, 0.0112, 
0.0088, -0.0032, -0.0004, 0.0012, 0.0121, 0.0078, -0.0015, 0.0492, 0.0090, 0.0062, -0.0019, -0.0046, 
0.0059, 0.0054, -0.0007, 0.0079, 0.0115, 0.0118, -0.0135, 0.0090, 0.0615, 0.0086, 0.0021, -0.0094, 
-0.0028, -0.0087, 0.0096, -0.0099, 0.0252, -0.0027, -0.0123, 0.0062, 0.0086, 0.0946, -0.0017, -0.0181, 
-0.0004, 0.0085, -0.0058, -0.0005, -0.0027, 0.0037, -0.0017, -0.0019, 0.0021, -0.0017, 0.0602, 0.0057, 
0.0018, -0.0071, -0.0078, 0.0167, -0.0125, -0.0059, 0.0112, -0.0046, -0.0094, -0.0181, 0.0057, 0.0797, 
0.0835, 0.0018, -0.0040, -0.0003, 0.0099, 0.0076, -0.0003, 0.0216, 0.0007, 0.0013, -0.0092, -0.0010, 
0.0018, 0.0401, 0.0015, 0.0011, 0.0048, -0.0049, 0.0022, -0.0004, 0.0024, 0.0037, -0.0036, -0.0009, 
-0.0040, 0.0015, 0.0713, -0.0013, -0.0079, 0.0009, 0.0105, -0.0029, 0.0002, 0.0135, 0.0027, -0.0080, 
-0.0003, 0.0011, -0.0013, 0.0775, 0.0020, -0.0011, 0.0072, 0.0049, 0.0262, -0.0033, -0.0007, -0.0000, 
0.0099, 0.0048, -0.0079, 0.0020, 0.0553, -0.0031, 0.0024, 0.0169, 0.0036, 0.0021, -0.0080, 0.0054, 
0.0076, -0.0049, 0.0009, -0.0011, -0.0031, 0.0517, 0.0013, -0.0117, 0.0021, -0.0024, 0.0109, -0.0054, 
-0.0003, 0.0022, 0.0105, 0.0072, 0.0024, 0.0013, 0.0455, 0.0057, 0.0096, 0.0097, -0.0091, 0.0027, 
